,gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
591,eif-2Bgamma,5.646599856,-4.980498447,2.462744857,-2.097019236,0.035991873,0.144187848
592,eif-2D,988.8603822,10.77932735,2.451603182,8.953207157,3.45E-19,1.52E-17
593,eif-3.D,1254.523268,-6.195385,2.32173213,-2.689332729,0.007159502,0.034873702
594,ekl-7,246.7457048,-9.298610661,2.452730729,-8.89811715,5.68E-19,2.18E-17
595,elf-1,391.5728041,7.117834921,2.412007792,2.989737286,0.002792175,0.015099281
596,elpc-1,429.0310589,-9.403197863,2.444246961,-4.056193271,4.99E-05,0.000460765
597,endu-2,145.314885,8.186174854,2.451872696,3.586322918,0.000335374,0.002347018
598,ent-4,561.9329953,-10.21766646,2.450260391,-9.271342431,1.84E-20,1.92E-18
599,ent-7,845.391836,-10.00036862,2.438125055,-4.359033732,1.31E-05,0.000139371
600,erfa-1,1351.672844,7.545531498,2.128318028,3.560818895,0.0003697,0.002537486
601,ets-5,902.6736661,-10.73268401,2.448351455,-9.43670872,3.85E-21,8.88E-19
602,exc-9,270.1252884,7.604533005,2.424228993,3.153625848,0.001612557,0.009161937
603,exl-1,871.0827514,-11.16889767,2.191706983,-5.102797605,3.35E-07,4.59E-06
604,exo-3,372.1105845,-9.806323093,2.437813393,-4.133702275,3.57E-05,0.000340157
605,exos-7,58.76160653,-7.650881881,2.455397485,-8.247849278,1.61E-16,2.74E-15
606,fbxa-13,232.3465455,9.113356673,2.453751911,8.369760902,5.77E-17,1.11E-15
607,fbxa-50,12.33662335,5.748329335,2.461344536,2.395022128,0.016619362,0.074145018
608,fbxa-72,1462.260822,6.994398537,2.403070493,2.953507287,0.003141852,0.016850971
609,fbxa-79,7.259177655,-5.266130767,2.462872011,-2.215721964,0.02671055,0.110617741
610,fcp-1,214.6487011,-8.536681176,2.445388014,-3.668236946,0.000244229,0.001775634
611,fdps-1,747.0578567,-7.889767154,2.055396399,-3.839197557,0.000123437,0.001031094
612,fip-2,156.2390606,7.414278026,2.43566273,3.103793071,0.001910569,0.010685034
613,fipp-1,504.6631337,7.872942169,2.295659302,3.450511417,0.000559525,0.003589374
614,fipr-11,206.5215916,-8.857042194,2.450376134,-4.078980419,4.52E-05,0.000422827
615,fkb-5,1532.971658,10.33843794,2.431353236,4.493064755,7.02E-06,7.90E-05
616,fkb-7,152.1896748,8.627655104,2.454495855,8.255157673,1.52E-16,2.62E-15
617,fkh-7,95.56911925,7.786360263,2.45305862,3.561936077,0.00036813,0.002531136
618,flp-11,480.2909974,8.281980766,2.367369157,3.533540456,0.000410033,0.002747083
619,flp-17,65.55084609,-7.776994755,2.455154455,-8.250304956,1.58E-16,2.71E-15
620,flp-26,245.6779535,9.177486869,2.453658368,8.63760089,5.74E-18,1.36E-16
621,flp-34,536.5585784,10.07560275,2.452445538,8.685864782,3.76E-18,9.40E-17
622,flp-7,461.9948196,-10.00486842,2.451093672,-9.159200077,5.23E-20,3.47E-18
623,fos-1,372.9081415,7.808091308,2.089908795,3.74510675,0.000180317,0.001407405
624,frl-1,9.606006712,-4.841017955,2.455181954,-2.065565501,0.038869525,0.153522891
625,gadr-6,1064.988705,10.86480917,2.451506466,9.176224266,4.46E-20,3.36E-18
626,gar-2,3.842767825,4.650349909,2.258434592,2.094939749,0.036176349,0.144484583
627,gas-1,1745.95341,10.46590052,2.430285116,4.555614235,5.22E-06,6.09E-05
628,gei-1,844.087306,-10.27546954,2.443211217,-4.497596331,6.87E-06,7.75E-05
629,gei-17,239.461182,7.245274555,2.206051848,3.284943181,0.001020029,0.006104627
630,ges-1,1751.563313,-10.78186838,2.434496199,-4.708653055,2.49E-06,3.09E-05
631,glb-11,228.4068023,6.938321841,2.389291818,2.921971785,0.00347823,0.018403683
632,gldc-1,2397.700129,5.141776656,2.400586742,2.158725042,0.030871505,0.125727726
633,gln-1,156.1660515,-8.77316253,2.453480103,-8.687178632,3.72E-18,9.35E-17
634,glp-1,472.3362927,-9.783654019,2.194034232,-4.486178079,7.25E-06,8.06E-05
635,glr-3,5.263491217,-4.2703218,2.144275694,-1.969877117,0.048852456,0.184773353
636,glrx-21,67.58227253,7.696393486,2.456139737,3.210810798,0.001323611,0.007698511
637,glrx-22,246.8711057,-9.299253978,2.452729856,-8.897510219,5.71E-19,2.18E-17
638,glrx-5,649.6547707,7.398902507,2.408972997,3.116462625,0.001830349,0.010280328
639,gly-3,778.1927424,-7.532024861,2.114215417,-3.573970953,0.000351608,0.002438892
640,gly-8,3339.012622,-4.331174867,1.741149251,-2.488622176,0.012823917,0.058474677
641,gly-9,29.9024188,-6.875343161,2.457112067,-7.941940346,1.99E-15,3.02E-14
642,gop-2,145.2890107,8.280677742,2.452471177,3.761853138,0.000168659,0.001340396
643,gpa-15,278.594874,9.322298438,2.453450838,8.69645445,3.42E-18,8.95E-17
644,gpa-7,24.18474346,-6.633046556,2.457746527,-2.789821898,0.005273704,0.026715565
645,gpb-1,1079.690112,11.39325424,2.250591282,5.14027509,2.74E-07,3.78E-06
646,gpb-2,280.4240731,-8.32151725,2.435373247,-3.503779923,0.000458704,0.003016538
647,gpcp-1,193.3863893,8.52680241,2.451539083,3.723067156,0.000196817,0.001509188
648,gpdh-2,808.9543175,-8.394094572,2.413569509,-3.544988133,0.000392631,0.0026669
649,gpx-2,30.34401937,-6.892164057,2.45707006,-7.946927598,1.91E-15,2.91E-14
650,gpx-3,762.9930319,-7.962397451,2.410567252,-3.360738364,0.000777344,0.004828882
651,grd-10,487.3520899,10.69342952,2.130997964,5.078015019,3.81E-07,5.20E-06
652,gst-12,458.2882016,8.950259012,2.437437369,3.751343571,0.000175889,0.001383852
653,haf-4,2169.767257,10.2319413,2.309592557,4.512169938,6.42E-06,7.30E-05
654,haf-9,742.2777098,-5.971595618,2.011547082,-2.974261387,0.002936948,0.015816813
655,haly-1,1576.19695,9.074539551,2.242766988,4.090716147,4.30E-05,0.00040488
656,hic-1,105.4372867,8.206817569,2.455198334,8.248337801,1.61E-16,2.74E-15
657,hid-1,130.7629334,-8.569453699,2.45379239,-8.610099202,7.30E-18,1.68E-16
658,him-3,152.9206158,-8.090395451,2.445612156,-3.538081863,0.000403045,0.002709512
659,him-4,1182.037413,5.300399903,2.278997169,2.33788542,0.019393193,0.085070028
660,hint-1,451.0528219,-9.094268389,2.437309758,-3.931929231,8.43E-05,0.000734815
661,hmgr-1,412.0777329,9.772155501,2.452836352,8.877463565,6.84E-19,2.49E-17
662,hmr-1,240.7756032,6.18043174,1.932514336,3.197788383,0.001384859,0.007995522
663,hmt-1,319.0932058,9.567043327,2.26562543,4.214006908,2.51E-05,0.000249988
664,hpo-13,805.1295848,-9.825264801,2.208663022,-4.458486577,8.25E-06,9.08E-05
665,hpo-6,756.5086562,10.47100861,2.451961843,9.159573652,5.21E-20,3.47E-18
666,hpo-8,344.4197791,-6.27957259,2.27815923,-2.777495313,0.005477963,0.027501896
667,hrg-1,280.324489,-9.445320563,2.452534271,-8.955527452,3.38E-19,1.52E-17
668,hrg-4,189.7929821,-8.342387596,2.445084812,-3.641857182,0.000270678,0.00193567
669,hse-5,23.68222894,-6.609699,2.457810755,-2.779965814,0.005436462,0.027398653
670,htas-1,369.8015328,6.740117843,2.409704219,2.829536169,0.004661553,0.024017398
671,htp-3,51.03471216,7.014066533,2.2269375,3.25540539,0.001132306,0.006715157
672,hum-2,1053.910277,-6.608042285,2.40296338,-2.782947887,0.005386746,0.027182987
673,ife-2,856.2123247,5.542768209,2.401871487,2.327014663,0.019964485,0.087089519
674,ifo-1,128.9173071,-8.552991308,2.45381819,-3.590595651,0.000329923,0.002317135
675,ift-139,836.6769729,5.47290908,2.401824384,2.298748177,0.021519243,0.092535102
676,ifta-1,1183.071972,8.104941594,2.408292245,3.418633887,0.000629363,0.00399173
677,inos-1,1544.383571,-5.339059958,2.400893748,-2.242010282,0.024960708,0.104920491
678,inpp-1,1900.596538,11.14441004,2.189896571,5.140564034,2.74E-07,3.78E-06
679,ins-6,813.3490477,10.32604774,2.430990631,4.634188553,3.58E-06,4.28E-05
680,inx-8,812.7852199,9.579213144,2.196141737,4.382743739,1.17E-05,0.000126056
681,inx-9,304.9449526,9.426027456,2.453305145,8.615612251,6.96E-18,1.62E-16
682,ivd-1,1523.510709,-10.0246471,2.273971773,-4.48955845,7.14E-06,7.96E-05
683,jkk-1,978.6647279,-10.3018478,2.439884899,-4.451694595,8.52E-06,9.34E-05
684,jmjd-3.1,1733.687056,-10.36993636,2.426221492,-4.403321965,1.07E-05,0.000115617
685,kap-1,715.7743233,10.28103989,2.451166031,4.760134551,1.93E-06,2.43E-05
686,kcc-2,1627.967242,10.95260692,2.276503419,5.010324327,5.43E-07,7.28E-06
687,kcc-3,302.539046,6.787673313,2.412196459,2.834897597,0.004584038,0.023649056
688,kel-8,913.3073117,-10.74521805,2.448306833,-9.465480701,2.92E-21,7.55E-19
689,kin-15,1523.776816,-6.572336334,2.402038098,-2.770192065,0.005602325,0.02801876
690,kin-29,3815.700657,8.196492377,2.269704107,3.652836122,0.00025936,0.001868342
691,kin-4,1233.269976,8.357848304,2.148952132,3.908288066,9.30E-05,0.000800288
692,klu-1,260.4514569,9.102711256,2.452577057,4.277954946,1.89E-05,0.000196423
693,knl-2,224.5486021,-6.932707496,2.416615839,-2.884639677,0.003918619,0.02048535
694,knl-3,244.379879,-5.049709506,2.404090987,-2.1127007,0.034626393,0.139468706
695,ksr-2,103.8520274,8.027019901,2.19653577,3.614607428,0.000300803,0.002124016
696,kvs-5,160.0335321,7.440779855,2.435515155,3.115409088,0.0018369,0.010302383
697,laat-1,10.49592197,-5.682270151,2.460947284,-2.391065201,0.016799569,0.074609851
698,lec-5,899.871219,5.349782372,2.18010534,2.46266426,0.013790899,0.062376807
699,leo-1,200.0472287,-8.82932632,2.217857514,-4.081796575,4.47E-05,0.000418732
700,let-2,9907.239677,5.596505408,2.107750451,2.663587808,0.007731223,0.037334295
701,let-858,332.2023263,-5.766567958,1.783342686,-3.230833829,0.001234297,0.007243422
702,lgc-21,380.618853,-9.794012991,2.451946258,-9.094579497,9.50E-20,5.56E-18
703,lgc-22,137.1592805,7.198772286,2.434740938,3.011381166,0.002600622,0.014160944
704,lgc-47,651.2914948,5.402705621,2.402201108,2.269053853,0.023265051,0.098531382
705,lgl-1,222.4248647,9.063031141,2.453826042,8.357077323,6.43E-17,1.20E-15
706,lim-7,534.0443978,10.07044673,2.452452032,8.998578495,2.29E-19,1.09E-17
707,lim-8,1432.412913,10.44877692,2.173138459,4.826943202,1.39E-06,1.76E-05
708,lim-9,3716.703505,5.94826032,2.253665326,2.655687281,0.007914697,0.038173343
709,lin-33,510.7387775,-9.880137272,2.264549084,-4.461237971,8.15E-06,8.99E-05
710,lin-42,807.5797207,8.315854137,2.227573716,3.746828518,0.000179084,0.001403364
711,lin-46,297.2332429,9.39672893,2.453346033,8.310082612,9.56E-17,1.74E-15
712,linc-11,1447.714572,10.07393283,2.229596187,4.490057629,7.12E-06,7.96E-05
713,linc-22,636.9483726,10.27301395,2.452200573,9.078844737,1.10E-19,6.15E-18
714,linc-8,1086.948448,5.599713626,2.213790239,2.540652081,0.011064596,0.051444591
715,lips-9,425.6448972,-9.246582626,2.441368592,-4.029701759,5.58E-05,0.000512285
716,lir-2,13.80755229,-5.233180502,2.453191098,-2.238134282,0.0252123,0.105526107
717,lmtr-5,93.70753324,-8.186936821,2.45441764,-8.459304327,2.69E-17,5.39E-16
718,lnkn-1,149.9143387,-7.847923903,2.441843732,-3.305775169,0.000947141,0.005729544
719,lon-1,796.1420638,-9.402001091,2.427967366,-3.946996693,7.91E-05,0.000693514
720,lpd-3,873.9912968,-4.539873676,1.973385564,-2.30336185,0.021258492,0.091816107
721,lron-8,235.4503582,-9.244616985,2.452804356,-8.875987063,6.93E-19,2.50E-17
722,lsl-1,508.1058779,-10.10827079,2.450685412,-9.224172112,2.86E-20,2.49E-18
723,madd-4,10.50703751,5.564423537,2.462064807,2.31779434,0.020460501,0.089055351
724,madf-5,1095.54378,-10.02876598,2.431924677,-4.243336226,2.20E-05,0.000223408
725,mak-2,582.1217788,-8.03245124,2.41443072,-3.383673243,0.000715231,0.004499993
726,mam-2,1928.307115,11.52013262,2.449452878,9.157718986,5.30E-20,3.47E-18
727,mans-2,81.97401726,-6.926415753,2.111421514,-3.45532293,0.000549634,0.003531691
728,6-Mar,157.8737121,-5.009050917,2.228027894,-2.257965792,0.023947792,0.101095734
729,mat-2,3376.507066,5.710760155,2.032869888,2.815962572,0.004863133,0.024892648
730,math-27,171.2376872,8.762401814,2.454282836,8.47116492,2.43E-17,4.92E-16
731,mbd-2,218.1096201,8.332096858,2.445294082,3.60186638,0.000315941,0.0022269
732,mbf-1,277.4788308,-10.06994153,2.161214873,-4.735217675,2.19E-06,2.73E-05
733,mboa-6,1836.638428,-10.17646776,2.111071631,-4.837985473,1.31E-06,1.67E-05
734,mccc-1,885.6521671,-7.517462089,2.245644815,-3.368230044,0.000756524,0.004714468
735,mcm-2,49.45782509,-4.79983819,2.416216971,-2.00422692,0.045045758,0.174064612
736,mct-6,9.856798544,-5.613927271,2.461235902,-2.361977072,0.018177766,0.079917033
737,mctp-1,1006.670817,8.353895475,2.411587347,3.51401597,0.000441386,0.002913165
738,mdt-15,27.99627147,-4.96740317,2.431274371,-2.285181514,0.022302187,0.095275718
739,men-1,1473.413039,-9.200168239,2.102737607,-4.389563743,1.14E-05,0.000122502
740,mgl-1,834.7272865,-5.773434757,2.402079182,-2.425543848,0.015285469,0.068505424
741,mig-22,224.9301087,-7.312773923,2.219827718,-3.280766917,0.001035253,0.006176902
742,mig-5,578.7162529,-5.853086457,2.403109608,-2.457306877,0.013998305,0.063242056
743,misc-1,464.6611815,-5.98660143,2.404214885,-2.512013281,0.012004457,0.054993581
744,mlt-7,75.22989577,-7.935030597,2.454861282,-8.358674127,6.34E-17,1.19E-15
745,mop-25.1,513.1968614,-9.270486377,2.212138468,-4.213125026,2.52E-05,0.000250331
746,mre-11,703.1689938,-7.331872285,2.407303648,-3.08420861,0.002040944,0.011381743
747,mrp-2,666.5761084,-8.895075736,2.423260707,-3.77077837,0.000162739,0.00130125
748,mrpl-10,375.0806882,-6.302811102,2.406477025,-2.641625628,0.00825092,0.039648852
749,mrpl-12,146.4576734,8.290728899,2.452459816,3.765826969,0.000165999,0.00132435
750,mrpl-17,167.7194201,-8.855692271,2.453357269,-8.723137422,2.71E-18,7.33E-17
751,mrpl-18,118.79517,8.042093758,2.452747262,3.665517343,0.000246839,0.001791294
752,mrpl-34,240.7096845,-9.270645281,2.452768776,-8.887104999,6.27E-19,2.35E-17
753,mrpl-37,210.0073263,-5.521615816,2.406568981,-2.308568161,0.020967556,0.090826736
754,mrpl-55,102.9633427,-8.294712531,2.454235926,-3.483078996,0.000495682,0.0032113
755,mrpr-1,20.10043166,-6.422238533,2.458348264,-7.761755028,8.38E-15,1.22E-13
756,mrrf-1,8.676365766,-5.453565217,2.46195356,-2.296356419,0.021655511,0.092816086
757,msp-10,225.9973093,-5.362419821,1.898459263,-2.82601846,0.004713055,0.02418752
758,msrp-3,746.6774568,8.370445656,2.133122103,3.925742837,8.65E-05,0.000750999
759,mtm-3,639.4139745,-7.217907393,1.952983011,-3.700121099,0.000215497,0.001617667
760,mtx-2,256.9638654,-8.462898639,2.439625752,-3.660863058,0.000251367,0.001814094
761,mvk-1,817.8635986,-4.779966555,2.271557578,-2.112585415,0.034636268,0.139468706
762,mxt-1,2168.846628,8.216378732,2.404984531,3.48364458,0.000494636,0.0032113
763,myo-5,4321.389807,5.223813571,2.400392983,2.193954183,0.028238704,0.116332791
764,myrf-1,97.93127563,5.216414547,2.412052202,2.175784915,0.029571347,0.121060593
765,nac-1,1569.473706,10.04763812,2.425041113,4.282962462,1.84E-05,0.000192563
766,nars-2,381.8048642,8.26081852,2.427585886,3.479007375,0.000503275,0.003254646
767,nasp-2,329.8918561,-6.063566978,2.151583527,-2.827998088,0.004684009,0.024069919
768,ncl-1,521.0637842,4.640498005,2.244577519,2.074769027,0.038007946,0.150422578
769,nduf-2.2,958.632418,6.386170173,2.403004391,2.687423041,0.007200569,0.035030279
770,nfx-1,176.7988237,-5.834368598,2.122270445,-2.752566602,0.005913012,0.029274255
771,nfyb-1,104.9023442,8.199628924,2.455210865,8.244890473,1.65E-16,2.79E-15
772,nhr-105,1479.001762,4.584990197,2.296529226,2.004562571,0.045009831,0.174064612
773,nhr-142,196.5354697,8.921472016,2.454038041,8.286996147,1.16E-16,2.05E-15
774,nhr-153,28.87879707,-5.680236563,2.44395969,-2.304652609,0.021186037,0.091603944
775,nhr-173,1293.596171,11.08548588,2.451104497,9.293657833,1.49E-20,1.74E-18
776,nhr-258,1491.455554,-11.38013987,2.277683233,-5.26425231,1.41E-07,1.96E-06
777,nhr-287,23.01858358,-6.578651115,2.457897065,-7.822977942,5.16E-15,7.64E-14
778,nhr-36,547.4802011,-10.18939496,2.450369557,-9.158450862,5.26E-20,3.47E-18
779,nhr-66,41.34943105,-6.427299224,2.44751532,-2.779002108,0.005452617,0.027409699
780,nhr-70,118.8505634,-8.45926815,2.453967029,-8.567067939,1.06E-17,2.34E-16
781,nhr-9,24.15466042,-6.63562791,2.457739461,-2.790369093,0.005264799,0.026704908
782,nipi-3,1011.209116,10.80505146,2.451573966,9.293287256,1.50E-20,1.74E-18
783,nlp-11,828.0853628,10.57498007,2.451839155,9.199805517,3.59E-20,2.87E-18
784,nlp-14,992.0352328,-9.944812378,2.433076688,-4.311455608,1.62E-05,0.000171164
785,nlp-48,124.6759957,8.398864232,2.454870399,8.325724208,8.38E-17,1.53E-15
786,nlp-57,276.7294861,-9.430885914,2.452553375,-8.950131148,3.55E-19,1.53E-17
787,nlp-59,109.1457067,-8.362041212,2.454124697,-8.527981169,1.49E-17,3.14E-16
788,nlp-61,336.4771384,-9.65502985,2.452262082,-8.863097744,7.78E-19,2.69E-17
789,nlp-66,1213.342651,-10.95515781,2.301615984,-4.955658253,7.21E-07,9.37E-06
790,nlp-71,337.0289049,9.541091242,2.453146491,8.785807052,1.55E-18,4.55E-17
791,nlp-79,47.22352278,7.286307074,2.456985318,7.877249422,3.35E-15,5.00E-14
792,nlt-1,208.2522499,-4.98950981,2.404580586,-2.086619408,0.036922551,0.147016163
793,nmr-2,89.75603132,8.021742719,2.455527224,8.173985843,2.98E-16,4.88E-15
794,nmrk-1,1354.041995,8.379173299,2.408845932,3.537165355,0.000404446,0.002714284
795,nmtn-1,2144.968631,-11.67180406,2.445234844,-9.878264698,5.17E-23,6.69E-20
796,nol-2,92.45592371,-7.966783586,2.452945244,-3.747156408,0.000178851,0.001403364
797,nos-3,1321.257848,-10.9755166,2.275231386,-5.069637501,3.99E-07,5.41E-06
798,nova-1,688.572437,9.251018817,2.431429519,3.990646795,6.59E-05,0.000591985
799,npp-15,514.845,-10.12253222,2.450629604,-9.228024152,2.76E-20,2.49E-18
800,npp-4,8.963052595,5.387667944,2.462817385,2.242912545,0.024902455,0.104787821
801,npp-6,349.0334331,-7.773788476,2.419663364,-3.265424382,0.001093002,0.006501705
802,npr-7,57.78758607,7.51567064,2.456501318,7.484109756,7.20E-14,1.03E-12
803,nrde-4,474.7881468,9.934995238,2.45262443,8.635485547,5.85E-18,1.37E-16
804,nspa-5,114.8456097,8.304023965,2.455030718,8.288048139,1.15E-16,2.05E-15
805,nspb-11,161.2080325,-8.152335253,2.445481014,-3.563529661,0.000365901,0.002520226
806,nspb-4,96.89900072,6.387761406,2.427548563,2.671324857,0.007555249,0.036574485
807,nspc-13,317.0588076,8.52024541,2.329251337,3.676044983,0.000236878,0.001744807
808,nst-1,773.2672284,-6.107079345,2.110116116,-2.901997832,0.003707911,0.019539945
809,nsy-1,25.44277251,4.460413068,2.285961966,1.961007929,0.049878098,0.18828982
810,nsy-7,727.1441602,7.620905435,2.326429824,3.306476242,0.000944774,0.005724045
811,ntp-1,1500.076132,4.995772325,2.400793777,2.09610958,0.036072471,0.144363428
812,nuaf-3,55.5777919,-7.5881545,2.455521572,-3.188463262,0.001430312,0.008233731
813,nubp-1,620.4322824,-9.160440706,2.429935796,-3.956893007,7.59E-05,0.000668396
814,nuc-1,1209.020833,8.627119611,2.261581154,3.835946871,0.000125081,0.001040954
815,odc-1,634.0861515,-5.98804591,2.403128722,-2.515039837,0.011901893,0.054651268
816,odr-4,1000.745759,-10.84464703,2.447955932,-9.529258838,1.58E-21,4.44E-19
817,odr-7,1075.665052,9.657838267,2.427327811,4.070546542,4.69E-05,0.000435322
818,ostd-1,266.4203191,9.270758241,2.453524089,8.397242432,4.57E-17,8.88E-16
819,paa-1,151.0224283,-5.315026088,2.407830285,-2.218164433,0.026543623,0.110158841
820,pacs-1,1210.562596,-9.125510902,2.415442871,-3.872010391,0.000107941,0.000917268
821,pak-1,438.6943555,6.176780498,2.323007987,2.679267703,0.007378338,0.035806371
822,pak-2,117.8301625,-8.449927546,2.453982029,-8.563178887,1.10E-17,2.39E-16
823,pals-23,53.82023224,-7.552520587,2.455593053,-8.208666806,2.24E-16,3.72E-15
824,par-3,141.2069071,-7.996960972,2.445811943,-3.49968291,0.000465812,0.003052393
825,pat-12,715.4404333,-6.99940139,2.186013316,-3.217465891,0.001293284,0.007533284
826,patr-1,589.1716522,10.79420403,2.193154104,4.99015438,6.03E-07,7.95E-06
827,pbrm-1,403.1844634,-4.623702656,2.076599936,-2.231077984,0.025675964,0.107125213
828,pbs-2,755.8468638,-8.836995133,2.419809384,-3.754666679,0.000173572,0.001371116
829,pbs-4,533.855796,-5.166862384,2.224910861,-2.329922127,0.019810267,0.086545534
830,pcp-1,1562.656244,-6.849611077,2.213941223,-3.11264561,0.001854185,0.010384495
831,pct-1,665.6911423,9.346560779,2.434656933,3.931515503,8.44E-05,0.000734815
832,pde-4,2415.710438,8.768522661,2.19249163,4.027880981,5.63E-05,0.000515064
833,pdha-1,1379.703151,7.239110679,2.047650259,3.543931731,0.000394207,0.002672984
834,pelo-1,127.2496961,-6.065976462,2.415633498,-2.534013485,0.011276439,0.05214523
835,pen-2,118.3596483,-8.455032589,2.453973827,-8.564405935,1.09E-17,2.38E-16
836,perm-3,827.2813904,-8.717918194,2.416702017,-3.686414134,0.000227436,0.001694334
837,pes-9,1078.066837,-9.114462693,2.417129948,-3.861230421,0.000112817,0.000950475
838,pfd-4,78.78188237,7.084919138,2.448527522,2.944240047,0.003237488,0.017293031
839,pfk-1.1,2882.897158,9.368010816,2.212222397,4.266534615,1.99E-05,0.000205657
840,pges-2,21.51848975,-6.501301876,2.458116689,-2.734455678,0.006248351,0.030740633
841,pgl-1,580.0840451,-10.63778706,2.207629448,-5.332192574,9.70E-08,1.36E-06
842,phip-1,504.0177266,-10.09931116,2.450720535,-9.042470168,1.53E-19,7.95E-18
843,pid-1,255.6883135,8.510685168,2.444490162,3.678213145,0.000234874,0.001733297
844,pmp-1,307.2916924,-6.971697743,2.187769617,-3.19584218,0.001394234,0.008037828
845,png-1,82.45824977,-5.954778603,2.293795716,-2.596278911,0.009423953,0.044738138
846,polk-1,297.0067002,-8.435118042,2.410695989,-3.587576339,0.000333766,0.002339938
847,ppfr-2,86.75082415,-8.099446324,2.454568615,-8.42520615,3.60E-17,7.10E-16
848,ppw-1,31.74110729,-5.598202851,2.439983999,-2.33366156,0.01961345,0.085844377
849,pqbp-1.1,444.2148074,8.0090225,2.419999317,3.362318817,0.000772908,0.004808935
850,pqe-1,489.8536121,-5.015498676,1.927492208,-2.605306055,0.009179222,0.043788126
851,pqn-18,706.9815316,10.26719976,2.451213843,4.754348289,1.99E-06,2.49E-05
852,pqn-31,538.5905222,10.0683128,2.278307333,4.675077767,2.94E-06,3.57E-05
853,pqn-65,141.0174721,5.940038455,2.33843699,2.560329938,0.010457283,0.049109202
854,pqn-70,703.0180255,6.766702665,1.637505883,4.128646049,3.65E-05,0.00034521
855,pqn-85,139.0281795,-5.925391657,2.337730725,-2.540402019,0.011072511,0.051444591
856,praf-3,570.9161805,-10.23486591,2.450194206,-9.278298562,1.72E-20,1.88E-18
857,pro-1,162.261356,-6.311328372,2.238122822,-2.828215909,0.004680823,0.024069919
858,prp-21,219.206276,-7.360106471,2.422939819,-3.065348102,0.002174168,0.01202223
859,prp-31,33.11862973,5.797529486,2.250528444,2.629000721,0.008563618,0.041050994
860,pst-1,775.7888258,8.802206682,2.406541697,3.703944403,0.000212273,0.001596519
861,ptl-1,162.0401803,8.083918587,2.448714166,3.441746906,0.000577971,0.003686214
862,ptr-16,32.93438182,-6.988464392,2.456834276,-7.986386061,1.39E-15,2.16E-14
863,ptr-23,122.3746832,-8.493936749,2.453911628,-8.364494839,6.04E-17,1.15E-15
864,ptrn-1,185.3310873,8.148549825,2.446132129,3.5235741,0.000425768,0.002828368
865,pudl-1,208.5155821,-9.105661583,2.452997212,-8.808740079,1.27E-18,3.92E-17
866,pxl-1,5.519360125,4.83591663,2.465643141,2.010384441,0.044390516,0.172210638
867,pxn-1,849.8102469,-8.746971106,2.416611933,-3.699538683,0.000215992,0.001618289
868,pyc-1,2908.754596,4.78387592,2.398757231,2.007621227,0.044683557,0.173117011
869,pyp-1,1097.768305,5.407239206,2.088738941,2.594495618,0.009472982,0.044916579
870,qars-1,288.5308277,-5.656288497,2.23554936,-2.537795431,0.011155317,0.051768055
871,rab-11.1,1373.35115,3.96373223,1.976436528,2.007350641,0.044712341,0.173117011
872,rab-39,161.8205094,-8.814132876,2.453418869,-8.695131998,3.46E-18,8.95E-17
873,rab-5,398.2307415,7.754517763,2.418561069,3.242741926,0.001183854,0.006968232
874,rad-50,307.9696676,9.437065291,2.453289846,8.743919868,2.25E-18,6.18E-17
875,ran-3,50.58146284,-6.691154428,2.240293348,-2.937570999,0.003307944,0.017549985
876,ran-5,140.789382,-7.902557306,2.44466664,-3.353197308,0.000798837,0.004938954
877,rbx-1,572.2475109,-9.79287967,2.265212102,-4.506596752,6.59E-06,7.45E-05
878,rde-1,14.44168969,5.187507703,2.454392243,2.210125813,0.027096432,0.11197957
879,rei-1,228.4321764,-9.209819453,2.45285219,-8.862569725,7.82E-19,2.69E-17
880,rga-1,948.07395,-8.734082711,2.414815419,-3.683072984,0.000230439,0.001706989
881,rga-4,108.5344916,-8.660535138,2.306087223,-3.845517229,0.000120298,0.00100917
882,rilp-1,660.69992,5.200150661,2.401893851,2.181823665,0.029122549,0.119472444
883,rmd-1,547.8724176,-7.542476316,2.301768196,-3.302915002,0.000956854,0.005779397
884,rmd-6,264.7823359,-7.324527686,2.41867975,-3.059317298,0.002218421,0.012242693
885,rnp-1,487.9959275,-10.06427751,2.450858328,-9.205668339,3.40E-20,2.78E-18
886,rod-1,182.6696061,-8.95352621,2.453214276,-3.757236491,0.0001718,0.001362601
887,rpa-2,961.1148692,10.74658819,2.451640547,9.270203304,1.86E-20,1.92E-18
888,rpa-4,198.6415896,-9.04984843,2.453076109,-8.79987359,1.37E-18,4.10E-17
889,rpap-2,338.8727197,-9.663135796,2.452251756,-9.041930089,1.54E-19,7.95E-18
890,rpb-10,156.7214008,-8.777240935,2.453473985,-3.683936641,0.000229659,0.001706989
891,rpb-8,181.2003299,-8.944492856,2.453227366,-8.758487921,1.98E-18,5.55E-17
892,rpc-25,79.20893707,6.217145307,2.429630644,2.557189398,0.010552175,0.049440338
893,rpia-1,313.9045726,8.18215274,2.431440563,3.441556835,0.000578377,0.003686214
894,rpl-42,237.5716489,-9.048806222,2.450384012,-4.19725141,2.70E-05,0.000265176
895,rpn-3,707.8678669,-9.272459854,2.232240788,-4.185005869,2.85E-05,0.000278694
896,rpn-6.1,520.011183,-7.967175693,2.18093237,-3.668935883,0.000243562,0.001775634
