,gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
902,tag-293,1090.429352,2.101545428,0.509690961,4.123655307,3.73E-05,0.002227718
903,tbh-1,316.0320463,-2.171316478,0.670725624,-3.248349052,0.001160768,0.02360793
904,tor-2,41.80420979,-2.049278642,0.527058106,-3.863905013,0.000111589,0.004918904
905,try-1,582.1941595,-2.143805267,0.694206985,-3.105616157,0.00189883,0.032613117
906,ttr-13,22.97179321,-2.440930392,0.586136817,-4.097621152,4.17E-05,0.002459192
907,ttr-14,16071.13206,-2.115348446,0.716735823,-2.976747197,0.002913241,0.042802418
908,twk-7,52.42371102,1.603462046,0.423695203,3.775927879,0.000159413,0.006272906
909,tyr-2,1430.402886,-2.315106167,0.604964584,-3.832494151,0.000126851,0.005377337
910,ubxn-5,1530.620563,-1.854817357,0.52808987,-3.513488078,0.000442264,0.0128498
911,ugt-15,97.19903125,3.027043524,0.704858797,4.314821113,1.60E-05,0.001147346
912,ugt-32,70.18402681,2.257971489,0.464929405,4.846974381,1.25E-06,0.000169337
913,ugt-37,2585.504676,2.536030134,0.659265603,3.865173661,0.00011101,0.004912947
914,ugt-38,90.59309467,2.254784964,0.690833704,3.27736002,0.001047827,0.022162851
915,ugt-4,610.6830189,2.28698262,0.629134459,3.643486602,0.00026897,0.009152125
916,ugt-43,307.3672575,-3.506479277,0.560510294,-6.239925464,4.38E-10,2.26E-07
917,ugt-6,1728.165688,-2.285826063,0.423047567,-5.403051706,6.55E-08,1.82E-05
918,ule-1,344.3814701,-3.687201015,0.760627441,-5.226073904,1.73E-07,3.69E-05
919,ule-2,3462.802897,-1.958520197,0.63600883,-3.085450495,0.002032441,0.033836002
920,ule-3,10352.64799,-1.941001946,0.78433269,-3.465246004,0.000529747,0.014462963
921,ule-4,25511.30137,-2.460877402,0.725549314,-3.439387379,0.000583032,0.01532389
922,vap-2,1240.086676,-3.799551135,0.707140781,-5.503782223,3.72E-08,1.10E-05
923,vglu-3,397.0266376,-1.804129575,0.539189528,-3.34602965,0.000819776,0.019473452
924,vit-2,29262.07758,-2.210029798,0.79231439,-3.514969313,0.000439805,0.012842164
925,vit-3,3237.79415,-1.703133734,0.772933069,-3.30923113,0.000935526,0.020866857
926,vit-6,27282.57005,-1.702325568,0.77715012,-2.972506214,0.002953792,0.043118222
927,wrt-8,949.7925548,-2.507565377,0.636715682,-3.950143482,7.81E-05,0.003800449
928,zig-3,283.0794632,1.668817581,0.43759319,3.811822842,0.000137946,0.005700812
929,zip-8,13.28838482,2.173043094,0.679321988,3.15535858,0.00160301,0.029279593
