,gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
297,H41C03.3,483.1046975,-1.815150393,0.615931582,-2.9497212,0.003180608,0.045225597
298,K01A2.4,125.890641,2.63730344,0.468830609,5.610986117,2.01E-08,6.87E-06
299,K01A6.5,45.20433363,-1.790428865,0.539807797,-3.311995362,0.000926331,0.02082921
300,K01D12.1,182.0233625,-2.629954128,0.582419209,-4.515287433,6.32E-06,0.000580986
301,K01D12.5,271.4299406,-1.967201415,0.61294733,-3.211357988,0.001321092,0.025630327
302,K01D12.9,2087.630597,-2.264866616,0.666137092,-3.413991009,0.000640187,0.016367264
303,K01H12.4,465.093377,-1.738662578,0.499444761,-3.481626979,0.000498377,0.013943014
304,K02B12.6,71.71061674,-2.309053099,0.574908989,-4.003978586,6.23E-05,0.003249104
305,K02C4.2,240.0612577,1.533890598,0.4710412,3.255394592,0.001132349,0.023317789
306,K02E2.7,17.14283802,2.538070332,0.609254172,4.079545587,4.51E-05,0.00260123
307,K02E2.8,260.0171392,-2.306557856,0.691979205,-3.353984322,0.000796569,0.019173791
308,K02F6.3,855.9369865,-1.538404775,0.495748483,-3.103733711,0.001910952,0.032647733
309,K02G10.15,17.37185504,-1.881300682,0.618046675,-3.002724496,0.002675745,0.040404145
310,K04C2.5,190.4896106,-2.274879804,0.633894452,-3.590404767,0.000330165,0.010671989
311,K05F6.10,8.586970849,2.247446711,0.790590345,3.359048915,0.000782112,0.018926488
312,K06A4.15,10.33366372,2.320177821,0.791302634,2.936210133,0.003322492,0.046696202
313,K07A1.5,380.2853117,-1.52765171,0.459405297,-3.325492075,0.000882626,0.020352121
314,K07H8.7,43.57742105,-1.570568067,0.472599323,-3.317661629,0.000907744,0.020548033
315,K08D9.6,65.58809043,-1.581273824,0.364761178,-4.327078109,1.51E-05,0.001116354
316,K08D9.9,43.16063706,-2.751239042,0.791383429,-3.807299502,0.000140493,0.005792838
317,K08E7.4,35.71975587,-1.61753993,0.50957308,-3.163945424,0.00155646,0.028660711
318,K09C4.1,231.9313066,-3.027729886,0.385815545,-7.825049177,5.07E-15,7.07E-12
319,K09C4.5,1532.644284,-2.856796803,0.429850668,-6.644996678,3.03E-11,1.89E-08
320,K09C8.9,439.9209133,-2.027554934,0.573188864,-3.539388651,0.000401055,0.012058775
321,K09D9.1,4994.429851,1.92107702,0.586863087,3.276458771,0.001051177,0.022162851
322,K09H9.9,77.12523783,-1.530373732,0.392783381,-3.890233641,0.000100148,0.004509389
323,K10C2.14,86.52137064,-3.003318328,0.79204503,-4.46442188,8.03E-06,0.000694
324,K10C2.7,45.14001436,-2.3250773,0.773168499,-3.077383892,0.002088262,0.034333371
325,K10C2.8,756.5619075,-3.870895993,0.75804337,-5.551362874,2.83E-08,9.22E-06
326,K10D11.3,220.6481062,-1.99227535,0.479142025,-4.154758386,3.26E-05,0.002011691
327,K10G4.5,165.913487,4.39236681,0.476485566,9.077262377,1.11E-19,5.04E-16
328,K10H10.4,412.8361088,-2.93284357,0.63839525,-4.605307818,4.12E-06,0.00043853
329,K11D12.13,1046.613189,-3.057986886,0.689243349,-4.48488654,7.30E-06,0.000644155
330,K12D9.1,6.892651695,-2.882721148,0.787191042,-3.715495521,0.000202806,0.007461359
331,K12H4.6,19.10975701,-3.014984253,0.714383978,-4.02158071,5.78E-05,0.003095854
332,M01B2.8,51.39159114,-2.437544748,0.644353383,-3.75568657,0.000172867,0.006643448
333,M02D8.6,667.4176607,-1.952442011,0.511315521,-3.818073535,0.000134498,0.005622507
334,M02G9.4,55.23167301,-2.122084972,0.467144066,-4.52464431,6.05E-06,0.000573329
335,M03F4.12,36.77491266,-1.988993855,0.635310611,-3.121636449,0.001798489,0.031545006
336,M151.7,11.83495617,-2.402732154,0.775682167,-3.046237171,0.00231725,0.036568908
337,M162.7,512.202852,-2.265494528,0.427141396,-5.302655116,1.14E-07,2.74E-05
338,M199.9,8.718775141,-2.570373691,0.7810373,-3.275973783,0.001052983,0.022162851
339,M28.8,276.6923611,-1.780496868,0.497098366,-3.580029995,0.000343555,0.010909973
340,M28.9,1401.615013,-1.688540492,0.43713117,-3.862961423,0.000112021,0.004918904
341,R03G8.6,1558.192479,-3.165190261,0.73036254,-4.449603409,8.60E-06,0.000725295
342,R05D8.9,51.65195487,-2.006005747,0.551200182,-3.630568746,0.000282797,0.00953243
343,R05G9.3,14.90141685,-2.602448671,0.793528173,-3.786071403,0.000153048,0.006088608
344,R05G9R.1,142.2047278,-2.208591891,0.681299134,-3.252403905,0.001144333,0.023458175
345,R05H10.7,12.94963297,2.687829161,0.715288733,3.669514944,0.000243011,0.008462468
346,R06A10.4,88.90617959,-1.999592693,0.399197277,-4.998169096,5.79E-07,9.54E-05
347,R06A10.5,36.30970576,-1.919805158,0.474756673,-4.019753934,5.83E-05,0.003101604
348,R07E5.4,609.6032723,-2.05690516,0.578058944,-3.560423102,0.000370258,0.01143692
349,R08A2.1,509.3390965,-1.592567596,0.51686805,-3.081897386,0.002056857,0.034001072
350,R08F11.4,1777.053803,1.803166708,0.47824833,3.770675743,0.000162806,0.006378687
351,R09E10.6,15339.29442,-1.644366972,0.517315918,-3.179433785,0.001475631,0.027757403
352,R09F10.8,97.36620661,-2.990602414,0.752480395,-4.071120574,4.68E-05,0.002663211
353,R09H10.6,496.9252831,-2.290051414,0.64288851,-3.57210764,0.00035412,0.011103641
354,R105.1,2376.488355,-1.800850783,0.485191334,-3.712180742,0.000205481,0.007506096
355,R12E2.14,7113.911556,-2.153820617,0.696599966,-3.111194176,0.001863324,0.032275619
356,R12E2.15,4384.538449,-2.190174682,0.668594021,-3.289147564,0.001004913,0.021680494
357,R12E2.6,286.8675442,-2.140172397,0.739960719,-2.93124298,0.003376086,0.047153189
358,R12E2.7,8243.555274,-2.39064303,0.698120468,-3.451701141,0.000557064,0.014932015
359,R17.3,87.73635558,-2.265257298,0.744414703,-3.079102016,0.002076256,0.03419682
360,T01C3.3,215.7171244,-2.543602903,0.626163986,-4.067789768,4.75E-05,0.002693087
361,T01E8.8,1642.122203,-1.583686995,0.442199475,-3.581449244,0.000341694,0.010889075
362,T04B2.7,227.3999976,-1.822516359,0.584052315,-3.121246776,0.001800871,0.031556203
363,T04C12.32,56.69598975,2.593959219,0.686300917,3.77647481,0.000159064,0.006272791
364,T04G9.7,1522.336195,-2.996301876,0.74321698,-4.158890772,3.20E-05,0.001989265
365,T05A10.8,6.492537313,2.303714345,0.792133858,3.272057017,0.00106768,0.022342293
366,T06C12.12,10.73258277,2.516253162,0.743335277,3.280216565,0.001037274,0.022063105
367,T06E4.8,397.2713565,-2.027077552,0.633190482,-3.206988892,0.001341322,0.025967128
368,T06E4.9,1456.258599,-2.344559702,0.659018416,-3.57132915,0.000355174,0.011103641
369,T07A5.1,1488.598977,-1.873930927,0.444241186,-4.21811102,2.46E-05,0.001625597
370,T08B2.12,3041.73143,-1.640050883,0.533560492,-3.074735508,0.002106893,0.034513006
371,T08B6.9,2619.513244,-1.915218668,0.388529428,-4.929386671,8.25E-07,0.000126535
372,T08D10.3,12.26436986,-2.174284738,0.732175771,-2.908500451,0.003631667,0.049687676
373,T10B11.4,62.00894934,-1.953072753,0.660623102,-2.961939334,0.00305708,0.044092595
374,T10C6.15,1372.98297,1.947343274,0.595500097,3.273422977,0.001062533,0.022337884
375,T10C6.7,101.8307133,-2.605248693,0.702606132,-3.719203526,0.000199852,0.007382695
376,T10E9.3,10419.21943,-2.35377782,0.659163378,-3.585421711,0.000336534,0.010797677
377,T11F8.1,257.4686113,-1.634127904,0.474658783,-3.442422112,0.00057653,0.015260697
378,T11G6.11,61.79476245,-2.507563247,0.450141466,-5.530615816,3.19E-08,1.00E-05
379,T12B5.14,1220.450446,-3.37938465,0.726648136,-4.783662885,1.72E-06,0.000214877
380,T12B5.15,334.4430872,-1.880173925,0.783987189,-3.212672469,0.001315062,0.02558899
381,T12D8.5,637.1290949,1.778488763,0.480123684,3.703917635,0.000212295,0.007654892
382,T13B5.9,21.78539493,-2.354669233,0.776710773,-3.045740741,0.002321079,0.036597428
383,T14E8.4,102.004668,-1.558559396,0.510052235,-3.051252647,0.002278887,0.036176413
384,T15H9.5,38.04984877,-2.553473712,0.672029772,-3.784846141,0.000153804,0.006105265
385,T16A9.6,119.3644403,-1.738540489,0.521146397,-3.335570717,0.000851245,0.019933229
386,T16G1.3,6.777266039,-2.467518372,0.768335605,-2.96648261,0.003012274,0.04357591
387,T19B4.5,50.04974496,-1.66831274,0.562450801,-2.958772941,0.003088666,0.044336194
388,T19C9.8,6156.794235,-2.282141537,0.400590185,-5.697044964,1.22E-08,4.41E-06
389,T20B5.2,263.9581858,-1.606732727,0.500047613,-3.212453788,0.001316063,0.02558899
390,T21B4.21,10.99378049,-1.815683795,0.776691956,-3.043153764,0.002341127,0.036785361
391,T21C9.13,1890.072016,-2.038228825,0.587470344,-3.472867362,0.00051493,0.014165264
392,T22A3.6,175.9311949,-1.722095436,0.413372536,-4.163887314,3.13E-05,0.00197329
393,T22B11.1,124.8462125,-1.625531774,0.484805396,-3.351727399,0.000803091,0.019279498
394,T22F3.12,52.56438898,1.595413966,0.390127782,4.080810429,4.49E-05,0.00259538
395,T25B2.2,913.3649648,-2.718126913,0.717707791,-3.841902068,0.000122085,0.005249056
396,T25D3.3,69.40542607,-1.844755243,0.569123648,-3.23815275,0.001203064,0.024174983
397,T25E4.1,476.6889437,-1.976480461,0.602984718,-3.280484774,0.001036289,0.022063105
398,T25F10.3,577.804449,-2.182909593,0.550587574,-3.96611021,7.31E-05,0.003622932
399,T26H5.8,106.9886344,2.385675376,0.559525094,4.255360763,2.09E-05,0.001430634
400,T27D12.6,31.33290375,-2.090328405,0.601796571,-3.448449033,0.000563816,0.015052553
401,T28A11.20,11.71980676,2.320689071,0.713621145,3.188254178,0.001431347,0.027243748
402,T28B11.11,52.40105414,2.570622758,0.496054392,5.149010856,2.62E-07,5.05E-05
403,T28B11.5,24.80168926,1.78883866,0.58910379,3.021979026,0.002511279,0.038555276
404,T28B11.7,28.13673215,1.799602933,0.553996669,3.23422536,0.001219732,0.024342187
405,T28B8.4,521.8076656,-1.993174705,0.543350806,-3.670061623,0.000242492,0.008462468
406,W01A8.6,1606.456338,-1.731158967,0.478563672,-3.617773515,0.000297148,0.009869138
407,W02D7.11,16.02147497,3.67828427,0.690686773,4.70259999,2.57E-06,0.000299974
408,W02D7.12,6.523445039,2.035484447,0.786151666,3.06322481,0.002189655,0.035356775
409,W02D9.7,5224.474763,-1.531796023,0.761990297,-3.120263372,0.001806894,0.031600569
410,W03D8.5,173.852849,-1.845217699,0.618680215,-2.985944317,0.002827041,0.041875836
411,W03F8.6,1701.235749,-2.284845522,0.583203905,-3.921683763,8.79E-05,0.004134191
412,W03F9.4,246.7468239,2.590345022,0.630777293,4.114628359,3.88E-05,0.00230909
413,W03G11.2,514.4840366,-2.730564906,0.756916932,-3.733206643,0.000189057,0.007129432
414,W05F2.3,359.5986111,-1.98252804,0.641049323,-3.0989477,0.001942093,0.032807992
415,W06A7.4,636.5982366,-1.686408091,0.487139983,-3.461364716,0.000537444,0.01454152
416,W06D11.1,8.051101859,-2.322949292,0.792589258,-3.285395796,0.001018392,0.021841131
417,W07G4.7,5.527506157,-2.707380652,0.789985306,-3.48756925,0.000487433,0.01376446
418,W09C3.8,122.6088754,-1.825052566,0.440708724,-4.138617644,3.49E-05,0.00212234
419,W10G11.1,23.76308069,2.679144634,0.685043241,3.853403052,0.000116487,0.005068602
420,Y116A8C.23,1181.294638,-1.65423802,0.444794633,-3.719281135,0.000199791,0.007382695
421,Y116A8C.33,350.0234462,-2.116406249,0.566233282,-3.73921548,0.000184595,0.007019668
422,Y17D7C.2,57.23542364,2.253734638,0.682415478,3.297801871,0.000974449,0.021302531
423,Y18H1A.1,118.2302896,-2.06608218,0.52526811,-3.930118063,8.49E-05,0.004044343
424,Y20F4.4,348.0786314,1.533402018,0.294705501,5.201840659,1.97E-07,4.11E-05
425,Y22D7AR.10,258.4068117,-3.712507669,0.700680513,-5.375178314,7.65E-08,2.10E-05
426,Y26D4A.3,22.78889864,-3.62098458,0.646890466,-5.096878751,3.45E-07,6.31E-05
427,Y34F4.6,266.4221289,-2.673185608,0.344239801,-7.752880106,8.98E-15,1.09E-11
428,Y37A1A.3,384.126219,-1.737625763,0.53278327,-3.261865283,0.001106817,0.022896571
429,Y37D8A.19,2795.139464,-1.665227315,0.772009364,-3.153662314,0.001612355,0.029331904
430,Y37D8A.21,485.7247446,-1.838164272,0.557231763,-3.299664133,0.000968006,0.021278309
431,Y37F4.15,119.2357792,1.693884559,0.410146459,4.126495474,3.68E-05,0.002207682
432,Y37H2A.11,10.05853414,-3.083486897,0.765685659,-3.665923554,0.000246448,0.008513258
433,Y37H2A.13,30.55093274,-2.905963751,0.792995794,-4.379671982,1.19E-05,0.000916707
434,Y37H2A.14,950.9535069,-2.387397951,0.333906649,-7.14776459,8.82E-13,7.26E-10
435,Y38E10A.28,177.2789768,-1.515751352,0.364178491,-4.158896477,3.20E-05,0.001989265
436,Y38F2AR.10,191.2301312,-1.863893416,0.488630901,-3.813949327,0.000136764,0.00566961
437,Y38H6C.19,6.856049124,2.64010673,0.784288481,3.284072992,0.001023184,0.021917937
438,Y38H6C.21,24.20508815,2.319385557,0.718908074,3.227353733,0.001249409,0.024756971
439,Y38H8A.2,83.22856395,-1.756900579,0.586297105,-2.998863966,0.002709883,0.040672957
440,Y39B6A.10,16.21898368,-2.320764352,0.761577974,-3.035423512,0.002401981,0.037448979
441,Y41C4A.32,3951.694185,-2.472148797,0.369640037,-6.687880457,2.26E-11,1.50E-08
442,Y41D4B.17,632.2681256,1.79273211,0.389067187,4.606886963,4.09E-06,0.000437789
443,Y43C5A.7,320.843033,-2.000879194,0.60488168,-3.309066895,0.000936075,0.020866857
444,Y43F8B.9,148.6836794,1.551438583,0.471966332,3.286934957,0.001012842,0.021799593
445,Y45F10C.4,3193.195997,-3.481230279,0.755957435,-4.902917158,9.44E-07,0.000141253
446,Y45F10D.14,162.1201814,-2.499654882,0.731414742,-3.460908656,0.000538355,0.014544436
447,Y46H3A.5,242.1736592,2.772893866,0.591050165,4.695113289,2.66E-06,0.000307209
448,Y47D3B.12,67.82003647,-3.307535838,0.678163797,-4.831572155,1.35E-06,0.00018056
449,Y47D7A.13,3680.061921,-2.375917449,0.658847965,-3.620805164,0.000293688,0.009790128
450,Y47D7A.15,5700.102225,-2.869485662,0.734910742,-3.997844647,6.39E-05,0.003305857
451,Y47D7A.6,111.292533,-2.864689768,0.730158989,-3.985126496,6.74E-05,0.003438894
452,Y47D7A.7,20.63943277,-2.336424824,0.792905613,-3.381501445,0.000720909,0.017792491
453,Y47H9C.1,3439.01772,-2.019332859,0.444814605,-4.539897114,5.63E-06,0.000547718
454,Y48G1C.13,92.95076861,-3.297325046,0.766877914,-4.501876813,6.74E-06,0.000609606
455,Y48G8AL.12,1897.622647,-2.099044483,0.707260983,-2.988967442,0.00279922,0.041599896
456,Y48G8AL.16,483.7943651,-1.955743252,0.629306273,-3.113201372,0.001850697,0.032180082
457,Y49F6B.12,100.537639,2.500668592,0.485008098,5.142350831,2.71E-07,5.12E-05
458,Y49F6C.8,11.99558214,-3.097288779,0.786802478,-4.078681279,4.53E-05,0.00260263
459,Y49G5A.1,2929.318451,1.645327213,0.440118201,3.738479732,0.000185136,0.007025481
460,Y4C6A.3,805.2982309,-2.430217502,0.547760074,-4.439164623,9.03E-06,0.000749852
461,Y51A2B.4,164.0837856,-1.548915116,0.441649429,-3.506464976,0.000454101,0.013109547
462,Y51F10.2,2005.793258,-1.754814405,0.596250072,-2.945606541,0.003223221,0.045723767
463,Y51H4A.5,159.3824137,-1.79137642,0.525555764,-3.406518692,0.00065797,0.016680565
464,Y51H4A.935,71.41872631,-1.716788322,0.529603665,-3.240079996,0.001194962,0.024113714
465,Y53C10A.10,971.7031378,-1.539083053,0.526909677,-2.921704825,0.003481213,0.048212268
466,Y53F4B.45,20309.56746,2.423189234,0.287278289,8.43496699,3.31E-17,9.99E-14
467,Y54E2A.5,93.90640518,-1.763935051,0.534508785,-3.299422132,0.000968841,0.021278309
468,Y57E12B.4,282.34803,-2.16076058,0.674003871,-3.216900108,0.001295837,0.025357781
469,Y57G11C.23,251.1700075,-1.826549999,0.457697808,-3.990154719,6.60E-05,0.003395491
470,Y59C2A.1,235.1866984,-1.545878876,0.507671444,-3.044634625,0.002329631,0.036668398
471,Y59E9AL.3,1079.886207,-1.801870959,0.6102266,-2.956247719,0.003114069,0.044594745
472,Y59H11AR.4,129.6382073,-2.252874228,0.468352959,-4.79958517,1.59E-06,0.000201256
473,Y5H2B.1,32.17071073,-2.644652841,0.725972486,-3.622201185,0.000292107,0.009773429
474,Y62H9A.3,1184.585128,-3.637120805,0.736664701,-5.145261215,2.67E-07,5.09E-05
475,Y62H9A.4,1134.045676,-1.815276685,0.777123454,-3.609145152,0.000307208,0.010073325
476,Y62H9A.5,3026.305314,-1.67914631,0.773598131,-3.104465675,0.00190623,0.032613117
477,Y68A4A.13,385.7752095,1.886981307,0.359794066,5.243388016,1.58E-07,3.48E-05
478,Y69A2AR.12,17.54629676,2.067567739,0.618540124,3.32131323,0.000895949,0.020502626
479,Y69A2AR.48,6.310091367,-2.635532451,0.77325786,-3.185081217,0.001447134,0.027457621
480,Y69E1A.1,2557.16628,-1.644968673,0.511167541,-3.218767817,0.001287427,0.025247793
481,Y6E2A.4,215.1249051,2.370432562,0.606487753,3.908296344,9.29E-05,0.004292027
482,Y6G8.2,1157.682967,2.522079175,0.465786959,5.414088819,6.16E-08,1.74E-05
483,Y70D2A.1,94.17881834,-2.65064214,0.664729675,-3.979807842,6.90E-05,0.003484706
484,Y71F9AM.9,129.6781233,-3.610137985,0.601649986,-5.94837282,2.71E-09,1.17E-06
485,Y73C8C.10,482.3870673,2.679205016,0.713857243,3.801820321,0.000143637,0.005869009
486,Y79H2A.2,2288.756189,-1.889776285,0.605706948,-3.123560227,0.001786773,0.031430881
487,Y87G2A.2,386.7244736,1.853018377,0.322787231,5.739554456,9.49E-09,3.58E-06
488,Y87G2A.20,85.82122277,-2.329208174,0.513065506,-4.531626062,5.85E-06,0.000565296
489,Y95B8A.2,684.777691,-2.175711498,0.655828228,-3.32666436,0.000878922,0.020292553
490,ZC155.4,855.3355796,-1.750067232,0.403297258,-4.338928001,1.43E-05,0.001062168
491,ZC190.8,72.25253151,-1.55962645,0.386257157,-4.031847037,5.53E-05,0.002999141
492,ZC21.10,59.54445501,2.538463821,0.633699156,4.007104632,6.15E-05,0.003215681
493,ZC308.4,717.3595329,-2.66341787,0.62889374,-4.247214448,2.16E-05,0.001467366
494,ZC373.2,1303.824527,-3.162052735,0.748085439,-4.397063629,1.10E-05,0.000866889
495,ZC395.5,1782.724109,2.147983674,0.402925428,5.330803568,9.78E-08,2.53E-05
496,ZC581.3,346.8452623,-1.964248301,0.621239116,-3.164359706,0.001554246,0.028649086
497,ZK1010.12,198.4801667,-2.333148361,0.611985245,-3.815740084,0.000135775,0.005649816
498,ZK1037.6,175.035271,-2.450112425,0.60953633,-4.017984948,5.87E-05,0.003115811
499,ZK105.1,604.3484477,-1.977351226,0.460336785,-4.294772775,1.75E-05,0.001246206
500,ZK105.13,35.14953689,1.648021428,0.522385835,3.141686273,0.001679779,0.030224337
501,ZK1086.3,132.2672052,-2.162321249,0.752239362,-2.927764021,0.003414091,0.047504892
502,ZK1225.5,365.2156251,-1.679247539,0.473306131,-3.547743676,0.000388546,0.011880192
503,ZK1240.1,202.0538684,2.068674529,0.653986831,3.170274842,0.001522948,0.028331844
504,ZK1307.2,694.786744,-1.862528887,0.615826959,-3.027380173,0.002466835,0.038034224
505,ZK218.7,5.485561753,-2.758784146,0.788545578,-3.53742015,0.000404056,0.012088965
506,ZK250.14,108.8605626,-2.382108745,0.419570463,-5.663430755,1.48E-08,5.16E-06
507,ZK262.4,74.33785528,-1.759831198,0.467747184,-3.757872405,0.000171364,0.00659971
508,ZK265.3,5388.509928,-1.602994647,0.534437439,-3.00031172,0.002697034,0.040535964
509,ZK353.3,42.61316519,-2.319588251,0.656043263,-3.538905277,0.00040179,0.012058775
510,ZK354.3,371.1226537,-1.97716355,0.464623073,-4.254575575,2.09E-05,0.001430634
511,ZK381.8,254.9322139,-2.161119085,0.519529881,-4.158102315,3.21E-05,0.001989265
512,ZK384.7,829.4006099,1.569272237,0.33283644,4.714330728,2.43E-06,0.00028504
513,ZK402.3,328.5573298,2.073778536,0.471791743,4.394483469,1.11E-05,0.000870074
514,ZK402.5,58.88444552,1.865368781,0.5483003,3.395099999,0.000686035,0.017185066
515,ZK512.7,3417.305946,-2.160536357,0.329048998,-6.565597942,5.18E-11,3.03E-08
516,ZK546.18,32.77552439,2.115071227,0.490350839,4.284052296,1.84E-05,0.001302702
517,ZK596.2,577.1198033,-1.831348055,0.510886233,-3.585032728,0.000337036,0.010797677
518,ZK6.6,343.912388,1.511598036,0.450991122,3.351323884,0.000804262,0.019282043
519,ZK6.8,116.0342475,-2.491884174,0.366953724,-6.765514265,1.33E-11,9.62E-09
520,ZK622.1,288.4198079,-1.804590766,0.614376552,-2.94137605,0.003267576,0.046208117
521,ZK666.2,67.87840142,-2.521167147,0.515122332,-4.872380897,1.10E-06,0.000157153
522,ZK688.4,41.94518897,-1.834345776,0.504133884,-3.629020573,0.000284499,0.009571949
523,ZK697.16,6.407644738,2.543394649,0.780456431,3.265331249,0.001093361,0.022696024
524,ZK813.7,3034.730482,-1.938656996,0.786836605,-3.212437374,0.001316138,0.02558899
525,ZK856.18,338.2503192,-1.602362975,0.419264603,-3.821190605,0.000132809,0.005590639
526,ZK856.6,24.22025695,1.530826126,0.490027947,3.112213102,0.001856904,0.032226098
527,ZK858.2,777.1961123,-2.159492678,0.534597406,-4.040978414,5.32E-05,0.002921509
528,ZK892.3,252.941104,-1.880075461,0.402040113,-4.674256857,2.95E-06,0.00033376
529,ZK896.5,265.3423218,-1.864411232,0.436401265,-4.268332528,1.97E-05,0.001365825
530,ZK938.1,5746.935249,-2.117927214,0.54361516,-3.898303398,9.69E-05,0.004427843
531,abu-1,538.4606132,-3.200294134,0.671419389,-4.803715559,1.56E-06,0.000199943
532,abu-10,2496.758834,-2.723548646,0.633245673,-4.316046254,1.59E-05,0.001145546
533,abu-11,1254.360821,-1.94701569,0.614365922,-3.17318549,0.001507762,0.028107099
534,abu-15,840.3823849,-2.845588294,0.634802931,-4.498067319,6.86E-06,0.000617541
535,abu-4,35.71132912,-2.90865545,0.719362618,-4.024317395,5.71E-05,0.003078291
536,abu-6,187.336199,-2.793451667,0.75544393,-3.806425038,0.00014099,0.005800136
537,abu-7,824.4576165,-2.946895202,0.674396934,-4.402226995,1.07E-05,0.000854378
538,abu-8,3070.500771,-2.241674301,0.645903418,-3.480758024,0.000499997,0.013966737
539,acbp-4,250.7033448,-1.883307857,0.430967103,-4.368675951,1.25E-05,0.000946721
540,acdh-5,588.7593565,-1.564801893,0.45055409,-3.473184205,0.000514322,0.014165264
541,acp-3,669.6147136,-2.121262171,0.488101106,-4.346104232,1.39E-05,0.001032254
542,acr-9,107.7012758,-1.52108278,0.453930108,-3.349454283,0.000809709,0.019308966
543,acs-2,3014.880485,1.954449024,0.560733907,3.487800598,0.000487011,0.01376446
544,amt-1,74.6628102,2.298683589,0.646410947,3.55209093,0.000382183,0.011725238
545,amx-2,598.8855138,-1.639825797,0.504033439,-3.25317376,0.001141237,0.023421234
546,anp-1,1783.11055,-1.575424693,0.43970625,-3.583029469,0.000339632,0.010842476
547,aqp-3,61.85023835,-1.544160635,0.513733671,-3.002148688,0.002680812,0.040404145
548,arf-1.1,1382.21961,-1.506638933,0.326995733,-4.607327898,4.08E-06,0.000437789
549,arrd-11,50.75326707,3.54766629,0.654089464,5.310562586,1.09E-07,2.67E-05
550,asic-1,97.34198073,-1.663384593,0.486387636,-3.414632656,0.000638681,0.016351856
551,asic-2,205.9395844,1.839226245,0.557631993,3.297951038,0.000973931,0.021302531
552,asp-17,109.2102146,-2.785887061,0.701962655,-3.981132949,6.86E-05,0.003477601
553,best-20,277.3345029,-1.932153221,0.646505588,-2.99521567,0.002742509,0.04101546
554,best-5,423.835083,1.783458181,0.515051783,3.462890584,0.000534406,0.01454152
555,bgnt-1.3,36.12885887,-3.191828633,0.722197537,-4.319584871,1.56E-05,0.001131841
556,bli-5,419.9638704,-1.711158005,0.515217554,-3.321519007,0.000895289,0.020502626
557,btb-16,2568.257467,1.71020508,0.282748991,6.04822898,1.46E-09,6.63E-07
558,ced-11,164.6665702,-1.533908407,0.494126464,-3.103184118,0.001914505,0.032647733
559,ceh-86,31.25383716,1.926743921,0.619337055,3.094664821,0.001970354,0.033124916
560,cest-1,407.0630413,-3.536401044,0.691738571,-5.168228191,2.36E-07,4.74E-05
561,chhy-1,135.1328842,-2.488175858,0.66846041,-3.731495217,0.000190347,0.00715878
562,chil-7,38.3134213,1.789912587,0.564394282,3.164502836,0.001553481,0.028649086
563,chs-1,4706.004228,-1.643441959,0.557884022,-2.947127222,0.003207412,0.045570932
564,cht-3,720.4227148,-3.648066481,0.740422947,-5.148606057,2.62E-07,5.05E-05
565,clec-167,216.0270992,-1.995411077,0.631106246,-3.16292809,0.001561909,0.028731825
566,clec-175,192.9572194,-1.766866151,0.527373501,-3.350484145,0.000806704,0.019289503
567,clec-218,3021.456929,1.65674516,0.432220178,3.833262574,0.000126455,0.005375089
568,clec-223,169.7633755,-2.760325327,0.757869682,-3.768173403,0.000164446,0.006415184
569,clec-239,98.41697853,-2.00774873,0.646093815,-3.111733799,0.001859921,0.032247544
570,clec-33,72.74821766,2.303346296,0.575899647,3.985784445,6.73E-05,0.003438894
571,clec-39,12.7086763,2.527395723,0.775967852,3.186536723,0.001439872,0.027377232
572,clec-45,32.93164772,2.725122507,0.615438344,4.379387433,1.19E-05,0.000916707
573,clec-68,19.4978878,-4.275783727,0.741729143,-5.300889882,1.15E-07,2.74E-05
574,clec-7,705.555373,1.715247487,0.550660345,3.115484857,0.001836428,0.031993435
575,clec-74,15.20792178,-2.387032615,0.763525499,-3.070551579,0.002136638,0.034779928
576,clec-88,2235.570186,-2.629828537,0.695175337,-3.817482294,0.00013482,0.005623007
577,clec-91,1793.34396,-2.155688157,0.66449063,-3.255950887,0.001130133,0.023299017
578,cnc-2,1175.823444,2.25427075,0.555077491,4.063754009,4.83E-05,0.002723029
579,col-106,3484.04554,-2.05103024,0.790368623,-3.270135859,0.001074958,0.022430189
580,col-113,739.4189992,-2.152426865,0.661076891,-3.266766597,0.001087833,0.022607199
581,col-116,8.846521308,-2.686489979,0.76072109,-3.252031893,0.001145832,0.023462329
582,col-12,6929.160393,-3.198541696,0.634489828,-5.067312032,4.03E-07,7.16E-05
583,col-120,25342.53011,-3.26852715,0.722861939,-4.635301477,3.56E-06,0.000391001
584,col-122,9409.043308,-2.21754383,0.79290369,-3.431703355,0.000599803,0.015587977
585,col-123,246.2946296,-5.27549623,0.65101806,-7.825567808,5.05E-15,7.07E-12
586,col-124,74909.9013,-2.277501328,0.793418724,-3.461665096,0.000536845,0.01454152
587,col-127,35.60768232,-2.458344553,0.758557041,-3.260542455,0.001111993,0.022951184
588,col-129,54732.52888,-1.88813936,0.784114964,-3.247965167,0.001162335,0.023613272
589,col-13,1179.53829,-2.569951424,0.640365559,-4.026082804,5.67E-05,0.003064403
590,col-133,15590.99474,-2.985521691,0.615848252,-4.864524218,1.15E-06,0.000159227
591,col-135,634.8156789,-1.75884844,0.778543394,-3.122192717,0.001795094,0.031515999
592,col-137,1337.94998,-2.779879307,0.793533306,-5.187758472,2.13E-07,4.38E-05
593,col-139,58190.06725,-2.00314404,0.788230367,-3.31922134,0.000902688,0.020548033
